STATE,ENROLL,NAME,YRDATA,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURINST,TCURSSVC,TCURONON,TCAPOUT
Arkansas,660,JUNCTION CITY SCH DIST 75,2016,6491,617,4129,1745,9803,3185,2396,402,3574
Arkansas,864,PARKERS CHAPEL SCH DIST,2016,7405,493,5630,1282,8950,4266,2074,422,2078
Arkansas,1257,SMACKOVER SCH DIST 39,2016,17824,1198,11233,5393,16429,7119,7974,523,525
Arkansas,328,STRONG-HUTTIG SCHOOL DISTRICT,2016,4594,699,3304,591,5663,2129,2021,312,1166
Arkansas,1363,CLINTON SCH DIST 1,2016,15649,1687,11436,2526,15554,8157,5261,1031,494
Arkansas,383,SHIRLEY SCH DIST 3,2016,4994,526,3549,919,5513,2944,1860,332,310
Arkansas,511,SOUTH SIDE SCHOOL DISTRICT,2016,9340,658,6564,2118,7758,3917,3092,364,289
Arkansas,1151,ELKINS SCH DIST 10,2016,11336,928,9029,1379,12471,5261,4205,706,1887
Arkansas,2366,FARMINGTON SCH DIST 6,2016,23549,1768,19115,2666,23044,11728,7050,999,2254
Arkansas,9652,FAYETTEVILLE SCH DIST 1,2016,125138,9041,88864,27233,111389,59675,35238,4921,6573
Arkansas,889,GREENLAND SCH DIST 95,2016,9120,1218,6729,1173,9669,4507,3185,493,1238
Arkansas,1263,LINCOLN SCH DIST 48,2016,14476,2290,10739,1447,15932,6384,4979,995,3031
Arkansas,1881,PRAIRIE GROVE VALLEY SCH DIST 23,2016,19433,1376,15722,2335,20848,9611,5606,945,3899
Arkansas,22478,SPRINGDALE SCH DIST 50,2016,248500,33981,191876,22643,261034,126438,73629,12246,41352
Arkansas,1139,WEST FORK SCH DIST 141,2016,10784,932,8881,971,10148,5398,3738,629,59
Arkansas,0,NORTHWEST ARKANSAS EDUC SERV COOP,2016,5219,1129,2738,1352,4843,1209,3388,0,245
Arkansas,1268,BALD KNOB SCH DIST,2016,13507,1724,9946,1837,13859,6919,4449,798,1405
Arkansas,3390,BEEBE SCH DIST,2016,32513,2945,25560,4008,31462,17191,10159,2540,856
Arkansas,480,BRADFORD SCH DIST,2016,4949,657,3849,443,5294,2619,1685,367,501
Arkansas,760,WHITE CO CENTRAL SCHOOL DIST,2016,7906,827,6045,1034,8675,3964,2242,570,1716
Arkansas,1385,RIVERVIEW SCHOOL DISTRICT,2016,15157,2395,11390,1372,15237,7925,4648,1207,1323
Arkansas,733,PANGBURN SCH DIST,2016,8828,696,6507,1625,9374,4551,2978,612,882
Arkansas,857,ROSE BUD SCH DIST 35,2016,9003,815,6756,1432,8690,4660,2951,412,488
Arkansas,4146,SEARCY SCH DIST,2016,41472,3501,31915,6056,36259,20428,11962,2290,722
Arkansas,0,WILBUR D MILLS EDUC SERV COOP,2016,5634,1762,2635,1237,5893,1504,4198,5,186
Arkansas,429,AUGUSTA SCH DIST 10,2016,5260,954,3643,663,5388,2601,2148,357,183
Arkansas,623,MCCRORY SCH DIST 12,2016,7590,1141,5561,888,6899,3673,2165,372,541
Arkansas,889,DANVILLE SCH DIST,2016,9398,1437,7360,601,10396,4992,3386,586,1306
Arkansas,2093,DARDANELLE SCH DIST,2016,21063,2468,17077,1518,20243,11345,6851,1394,214
Arkansas,418,WESTERN YELL COUNTY SCHOOL DIST,2016,4888,747,3670,471,4713,2311,1830,316,146
Arkansas,887,TWO RIVERS SCH DIST 10,2016,9766,1845,7063,858,8910,4712,3162,669,150
California,2753,ALAMEDA CO OFFICE OF ED,2016,57185,5828,18260,33097,47264,8391,32529,908,490
California,5,ALPINE COUNTY SPECIAL SCHOOLS,2016,1416,269,963,184,1384,361,490,22,16
California,231,AMADOR CO SPL SCHS OPER BY CO SUPT,2016,12424,1112,5053,6259,12300,7130,4618,411,35
California,1116,BUTTE CO SPL SCHS OPER BY CO SUPT,2016,77357,27719,25770,23868,77371,23122,39008,1430,2574
California,569,CALAVERAS CO SPL SCHS OPER BY CO SUPT,2016,15353,1565,11239,2549,14691,5887,7452,792,87
California,8,COLUSA COUNTY OFFICE OF EDUCATION,2016,14243,3876,7135,3232,14797,5991,6138,2086,538
California,4192,CONTRA COSTA CO SPL SCHS OPER BY CO SUPT,2016,95832,3344,37330,55158,75862,28851,35775,8975,143
California,0,CONTRA COSTA CO ROP,2016,46251,14176,31974,101,45903,0,1522,0,0
California,588,DEL NORTE CO SPL SCHS OPER BY CO SUPT,2016,8426,1040,7286,100,7043,3533,3016,0,0
California,959,EL DORADO CO SPL SCHS OPER BY CO SUPT,2016,145837,25621,99530,20686,145467,20553,29125,3992,476
California,2253,OFFICE OF EDUC SPL SCHS OPER BY CO SUPT,2016,172682,37200,87861,47621,170747,60401,64116,6677,757
California,458,GLENN CO SPL SCHS OPER BY CO SUPT,2016,24611,5525,12436,6650,23025,7291,8773,5265,200
California,441,HUMBOLDT CO SPL SCH OPER BY CO SUPT,2016,46443,6829,24242,15372,45354,13211,17741,305,930
California,585,IMPERIAL CO SPL SCHS OPER BY CO SUPT,2016,110621,23277,54513,32831,105420,20430,53639,6607,1531
California,2014,INYO CO SPL SCHS OPER BY CO SUPT,2016,36197,2838,27093,6266,38088,12741,18974,3079,688
California,4468,KERN CO SPL SCHS OPER BY CO SUPT,2016,316980,59831,147367,109782,273243,49960,100314,45331,3226
California,387,KINGS CO SPL SCHS OPER BY CO SUPT,2016,51472,12235,23181,16056,45621,7162,21134,1066,608
California,34,LAKE COUNTY OFFICE OF EDUCATION,2016,18701,4138,9480,5083,17185,3086,6319,1198,258
California,25,LASSEN CO SPL SCHS OPER BY CO SUPT,2016,12058,2313,7251,2494,11116,3681,4620,1353,246
California,7687,LOS ANGELES CO OFF OF EDUCATION,2016,721272,258276,285726,177270,689083,216584,280453,35290,5401
California,958,MADERA CO SPL SCHS OPER BY CO SUPT,2016,55160,11844,26525,16791,49485,16483,19550,1034,2083
California,257,MARIN CO SPECIAL SCHOOLS,2016,59935,8173,6922,44840,55689,13077,16783,3731,53
California,0,MARIN COUNTY ROP,2016,2805,0,0,2805,2790,0,2790,0,0
California,42,MARIPOSA CO SPL SCHS OPER BY CO SUPT,2016,4358,621,1568,2169,3568,1662,1531,68,90
California,93,MENDOCINO CO SPL SCHS OPER BY CO SUPT,2016,31882,5423,18929,7530,29414,5690,10504,321,21
California,1173,MERCED CO SPL SCHS OPER BY CO SUPT,2016,123513,37485,55390,30638,119356,32417,45373,13866,2735
California,40,MODOC CO SPL SCHS OPER BY CO SUPT,2016,7900,2581,3984,1335,7831,2289,3485,1303,189
California,511,MONO CO SPECIAL SCHOOLS,2016,11869,1000,6596,4273,10520,2391,5630,765,26
California,1943,MONTEREY CO SPECIAL SCHOOLS,2016,149637,42124,54800,52713,148412,41898,51012,936,1003
California,111,NAPA CO SPL SCHS OPER BY CO SUPT,2016,50835,13674,10482,26679,38785,9473,18664,5225,252
California,3520,NEVADA CO SPL SCHS OPER BY CO SUPT,2016,32854,4183,21874,6797,34402,13412,9909,1349,2224
California,5037,ORANGE COUNTY DEPARTMENT OF EDUCATION,2016,287144,36284,68745,182115,258028,70843,108770,21195,2871
California,673,PLACER CO SPL SCHS OPER BY CO SUPT,2016,109111,16083,41743,51285,101421,16842,27582,10251,3004
California,24,PLUMAS COUNTY SPECIAL SCHOOLS,2016,4394,1548,2008,838,4161,1224,1675,53,0
California,8368,RIVERSIDE CO SPL SCHS OPER BY CO SUPT,2016,315912,67441,117095,131376,305764,104112,143287,35810,12956
California,2039,SACRAMENTO CO SPL SCHS OPER BY CO SUPT,2016,153356,23669,76761,52926,142192,25851,48245,14942,795
California,67,SAN BENITO CO SPL SCHS OPER BY CO SUPT,2016,17851,1469,9259,7123,16348,3863,4984,316,42
California,2872,SAN BERNARDINO COUNTY OFFICE OF EDUCATION,2016,406099,69612,231430,105057,393762,87748,132524,9859,2747
California,3486,SAN DIEGO CO SPL SCHS OPER BY CO SUPT,2016,500666,77942,272164,150560,449303,48285,159666,1621,8711
California,3585,SAN JOAQUIN CO SPL SCHS,2016,207717,34837,100612,72268,193557,50095,60312,30195,7179
California,0,SAN JOAQUIN COUNTY ROC/P,2016,3050,0,0,3050,2735,0,0,2710,25
California,477,SAN LUIS OBISPO CO SPL SCHS OPER BY CO SUPT,2016,53468,8891,16803,27774,43603,8969,15873,1704,311
California,308,SAN MATEO CO SPL SCHS OPER BY CO SUPT,2016,162475,19003,23079,120393,149675,32421,43337,76,586
California,276,SANTA BARBARA CO SPL SCHS OPER BY CO SUPT,2016,82191,8173,36284,37734,63880,21961,28953,12270,659
California,10795,SANTA CLARA CO SPL SCHS OPER BY CO SUPT,2016,279944,74427,36897,168620,262814,95831,94288,6590,5224
California,0,NORTH COUNTY REGIONAL OCCUPATIONAL CENTER/PROGRAM (ROC/P),2016,1917,0,20,1897,1945,1945,0,0,0
California,1352,SANTA CRUZ CO SPL SCHS OPER BY CO SUPT,2016,56226,7594,28344,20288,60966,14689,21545,3579,9588
California,641,SHASTA CO SPL SCHS OPER BY CO SUPT,2016,62474,12506,34487,15481,60863,10562,19661,10801,1383
California,0,SIERRA CO SPL SCHS OPER BY CO SUPT,2016,2216,503,1445,268,1825,576,908,0,6
California,504,SISKIYOU CO SPECIAL SCHOOLS,2016,23704,5002,14565,4137,20623,6612,10038,258,164
California,488,SOLANO CO SPL SCHS OPER BY CO SUPT,2016,64504,12490,31353,20661,64209,25352,22654,132,666
California,615,SONOMA CO SPL SCHS,2016,128126,22733,57190,48203,121890,22688,32259,3834,1326
California,2332,STANISLAUS CO SPL SCHS OPER BY CO SUPT,2016,206014,49324,70942,85748,195805,62760,62350,5214,6813
California,435,SUTTER CO SPL SCHS OPER BY CO SUPT,2016,41622,7113,23593,10916,41068,11177,17224,3392,1309
California,228,TEHAMA CO SPECIAL SCHOOLS,2016,28241,4865,14913,8463,25735,8582,10882,961,340
California,15,TRINITY COUNTY OFFICE OF EDUCATION,2016,7842,2104,3905,1833,7318,265,3304,8,45
California,2652,TULARE CO SPL SCHS OPER BY CO SUPT,2016,217216,58285,118710,40221,215425,60578,65512,38165,9667
California,208,TUOLUMNE COUNTY SELPA,2016,12035,1987,6199,3849,11484,4476,6331,354,288
California,3100,VENTURA CO SPL SCHS OPER BY CO SUPT,2016,223997,35994,121522,66481,221775,52295,68666,4955,1460
California,0,VENTURA COUNTY ROP,2016,1294,0,0,1294,1162,0,1162,0,0
California,519,YOLO COUNTY SPECIAL SCHOOLS OPERATED BY CO SUPT,2016,43918,11527,19846,12545,42058,11308,13846,501,958
California,595,YUBA CO SPL SCHS OPER BY CO SUPT,2016,27877,4977,14304,8596,27088,7948,8095,1398,718
California,11101,ALAMEDA UNIFIED SCH DIST,2016,137319,5903,66879,64537,127572,69303,37108,5236,10658
California,3822,ALBANY CITY UNIFIED SCH DIST,2016,72752,5991,44317,22444,70779,30597,16273,3670,1631
California,10462,BERKELEY UNIFIED SCH DIST,2016,185811,8237,71167,106407,186331,84223,56730,12700,20614
California,9366,CASTRO VAL UNIFIED SCH DIST,2016,136906,11318,93178,32410,129177,58838,32555,6435,1763
California,698,EMERY UNI SCH DIST,2016,33028,1714,2151,29163,59359,6344,5727,459,43950
California,22846,HAYWARD UNIFIED SCHOOL DISTRICT,2016,305511,30476,176894,98141,290029,156758,95161,11260,9375
California,19,MOUNTAIN HOUSE ELEM SCH,2016,537,28,259,250,471,198,261,12,0
California,6013,NEWARK UNIF SCH DIST,2016,83360,4596,41455,37309,89053,41417,25546,3311,14029
California,49098,OAKLAND UNIF SCH DIST,2016,688124,65125,363217,259782,676808,306558,215462,35237,65916
California,2708,PIEDMONT CITY UNIF SCH DIST,2016,51610,1206,17560,32844,46681,27216,15390,863,775
California,14754,PLEASANTON UNIFIED SCH DIST,2016,187689,8230,97611,81848,174535,101845,46561,7230,166
California,8560,SAN LEANDRO UNI SCH DIST,2016,117442,7691,66406,43345,115280,59687,32143,6092,8704
California,11965,SAN LORENZO UNIFIED SCHOOL DIST,2016,143384,9045,94466,39873,132589,73090,43088,5592,3280
California,281,SUNOL GLEN ELEM SCH DIST,2016,3613,60,1341,2212,3401,1846,1345,19,29
California,0,TRI-VALLEY ROP JPA,2016,7597,120,2653,4824,5428,2183,1336,1888,21
California,0,EDEN AREA ROP JPA,2016,8984,164,1405,7415,8916,4740,3706,261,209
California,0,MISSION VALLEY ROC/P JPA,2016,8596,0,1721,6875,7122,4143,2941,0,38
California,9965,DUBLIN UNIF SCH DISTRICT,2016,124319,1961,51634,70724,121044,63353,35641,2342,11373
California,34852,FREMONT UNIF SCHOOL DIST,2016,424426,17767,231148,175511,463644,227990,105369,10974,89354
California,12171,NEW HAVEN UNIFIED SCHOOL DIST,2016,164087,15634,90427,58026,146567,80460,44108,6365,6039
California,14052,LIVERMORE VALLEY JT UNIFIED SCH DIST,2016,153807,6271,73820,73716,141566,81450,47049,3720,3886
California,80,ALPINE CO UNIF SCH DIST,2016,3098,567,921,1610,2832,1098,1528,114,92
California,3829,AMADOR CO UNIF SCH DIST,2016,40459,1895,14153,24411,37750,18135,12936,1453,485
California,111,BANGOR UNION ELEMENTARY SCH DIST,2016,1506,131,1031,344,1357,718,481,73,20
California,602,BIGGS UNIFIED SCH DIST,2016,8125,597,4434,3094,7262,3999,2459,384,212
California,983,DURHAM UNIFIED SCH DIST,2016,11758,512,6814,4432,10871,6163,3384,304,768
California,65,FEATHER FALLS UNION ELEM SCH DIST,2016,497,71,231,195,455,218,184,39,0
California,276,MANZANITA ELEM SCH DIST,2016,3155,207,2414,534,2754,1699,779,143,44
California,2654,OROVILLE CITY ELEM SCH DIST,2016,30840,3005,20884,6951,28224,16257,9213,1359,1001
California,2227,OROVILLE UNION HIGH SCHOOL DIST,2016,33113,2332,19374,11407,29962,15121,9617,2320,1241
California,1233,PALERMO UNION ELEM SCH DIST,2016,16117,1453,12771,1893,14814,8785,4701,845,16
California,4289,PARADISE UNIFIED SCHOOL DISTRICT,2016,45044,3383,27593,14068,41685,25931,12582,1865,1035
California,1445,THERMALITO UNION ELEM SCH DIST,2016,20255,3690,14545,2020,17978,9844,5750,1779,213
California,2068,GRIDLEY UNIFIED SCHOOL DISTRICT,2016,24958,1693,17805,5460,22953,13538,6957,966,718
California,13849,CHICO UNIF SCHOOL DIST,2016,166418,11900,90504,64014,157166,82639,44100,4327,22594
California,180,GOLDEN FEATHER UNION SCHOOL DISTRICT,2016,2693,120,1479,1094,1610,872,656,12,34
California,57,PIONEER UNION ELEM SCHOOL DIST,2016,1086,141,406,539,1115,478,491,100,28
California,716,BRET HARTE UNION HIGH SCH DIST,2016,12368,361,1757,10250,11677,5887,4508,331,305
California,2996,CALAVERAS UNI SCH DIST,2016,36407,1877,14163,20367,34988,17628,10607,1483,3797
California,804,MARK TWAIN UNION ELEM SCHOOL DIST,2016,8921,525,3977,4419,7788,4100,2660,384,408
California,564,VALLECITO UNION ELEM SCH DIST,2016,8895,569,1785,6541,8096,4195,3073,273,59
California,1462,COLUSA UNIFIED SCH DIST,2016,17206,1139,11877,4190,18363,9505,4766,614,2759
California,329,MAXWELL UNIF SCH DIST,2016,4664,306,2864,1494,4413,2541,1548,195,47
California,1345,WILLIAMS UNIFIED SCH DIST,2016,16265,982,11582,3701,14564,8378,4268,934,264
California,1486,PIERCE J. T. UNIFIED SCHOOL DIST,2016,17756,910,11778,5068,15294,8736,4812,705,397
California,5546,ACALANES UNION HIGH SCHOOL DIST,2016,88189,1511,14268,72410,87370,42377,29319,1809,5966
California,17874,ANTIOCH UNIFIED SCH DIST,2016,212392,13756,142162,56474,213482,122653,60534,8264,17069
California,8738,BRENTWOOD SCHOOL DISTRICT,2016,92184,4000,58019,30165,87261,57959,24005,2051,288
California,2198,BYRON UNION ELEM SCH DIST,2016,18840,882,9913,8045,19640,9810,6236,1148,78
California,70,CANYON ELEM SCH DIST,2016,895,39,678,178,860,471,326,59,0
California,1754,JOHN SWETT UNIFIED SCH DIST,2016,22559,1616,9878,11065,20777,11963,6665,798,122
California,534,KNIGHTSEN ELEM SCH DIST,2016,9022,304,3218,5500,9242,3365,1978,207,3692
California,3576,LAFAYETTE ELEM SCH DIST,2016,42131,820,13805,27506,42477,29073,11952,38,880
California,8185,LIBERTY UNION HIGH SCHOOL DIST,2016,97372,3080,52607,41685,91771,49114,27674,5410,5138
California,4199,MARTINEZ UNIFIED SCHOOL DISTRICT,2016,50520,2147,21704,26669,55048,27859,13751,3209,5873
California,1886,MORAGA SCHOOL DISTRICT,2016,24403,404,7811,16188,23002,14373,7054,922,285
California,32005,MT DIABLO UNIFIED SCHOOL DISTRICT,2016,422487,30027,211814,180646,381568,213606,113834,15562,16638
California,5008,OAKLEY UNION ELEMENTARY SCHOOL DISTRICT,2016,54747,2542,31993,20212,53230,30510,15641,2149,3406
California,2537,ORINDA UNION ELEMENTARY SCHOOL DISTRICT,2016,33854,494,10738,22622,34700,20164,9466,999,3458
California,11076,PITTSBURG UNIFIED SCHOOL DISTRICT,2016,158914,10922,108604,39388,143662,72079,41309,8909,13375
California,30973,WEST CONTRA COSTA UNIFIED SCHOOL DISTRICT,2016,467554,36440,243810,187304,471241,181914,136735,17648,89648
California,32255,SAN RAMON VALLEY UNIFIED SCHOOL DISTRICT,2016,377508,6856,150229,220423,389923,208067,107590,6944,43527
California,3613,WALNUT CREEK ELEM SCHOOL DISTRICT,2016,40114,1138,10312,28664,37971,24190,10815,978,1215
California,3572,DEL NORTE CO UNIF SCH DIST,2016,46079,6234,27473,12372,43730,24544,14582,1965,2096
California,5218,BUCKEYE UNION SCH DIST,2016,53789,1416,31317,21056,49552,28646,13616,1147,1515
California,634,GOLD TRAIL UNION ELEM SCH DIST,2016,6516,285,3851,2380,6316,3992,1891,208,169
California,512,CAMINO UNION ELEM,2016,5878,335,3582,1961,5373,3536,1635,159,0
California,6688,EL DORADO UN HIGH SCHOOL DIST,2016,83333,2226,39302,41805,79225,40935,29865,1512,2556
California,1317,BLACK OAK MINE UNIF SCH DIST,2016,15345,882,7045,7418,15581,8837,5634,413,318
California,479,GOLD OAK UN ELEM SCH DIST,2016,5378,255,3012,2111,4839,2666,1717,162,0
California,19,INDIAN DIGGINGS ELEM SCH,2016,253,21,147,85,250,179,71,0,0
California,3996,LAKE TAHOE UNI SCH DIST,2016,50106,3024,23700,23382,46959,27299,14200,1282,1107
California,136,LATROBE ELEM SCH DIST,2016,2580,53,348,2179,2521,1013,789,3,693
California,1063,MOTHER LODE UNION ELEM SCH DT,2016,11889,773,6688,4428,10848,6539,3620,415,32
California,304,PIONEER UNION SCH DIST,2016,3869,232,1646,1991,3570,1701,1623,172,27
California,1277,PLACERVILLE UNION ELEM SCH DT,2016,14340,1026,8412,4902,13813,7212,4378,520,1396
California,697,POLLOCK PINES ELEM SCH DIST,2016,8214,540,4620,3054,8402,4324,2801,443,636
California,3672,RESCUE ELEMENTARY SCHOOL DISTRICT,2016,38034,1099,21541,15394,37533,21909,10697,981,2681
California,16,SILVER FORK ELEM SCH DIST,2016,488,27,222,239,447,266,141,20,20
California,0,CENTRAL SIERRA ROP JPA,2016,396,0,34,362,584,532,29,0,0
California,183,ALVINA ELEM SCH DIST,2016,2143,120,1752,271,1977,1085,881,1,0
California,59,BIG CREEK ELEM SCH DIST,2016,1505,171,385,949,1502,559,580,46,287
California,120,BURREL UNION ELEM SCH DIST,2016,1953,224,1235,494,1753,825,584,131,199
California,1075,CHAWANAKEE JOINT UNIFIED SCHOOL DISTRICT,2016,14506,695,8042,5769,13126,5778,5694,548,65
California,236,CLAY JOINT ELEM SCH DIST,2016,2427,102,2001,324,2097,1282,739,38,38
California,41883,CLOVIS UNIFIED SCHOOL DISTRICT,2016,525037,26765,349760,148512,535562,252032,153092,17481,100496
California,2266,FIREBAUGH-LAS DELTAS UNIFIED SCHOOL DIST,2016,33219,3631,22963,6625,30781,15076,10991,3424,543
California,2531,FOWLER UNIFIED SCH DIST,2016,33614,2803,21571,9240,31003,17277,8110,1823,3023
California,73460,FRESNO UNIFIED SCH DIST,2016,998861,120771,754367,123723,976267,531562,320310,62376,42678
California,5064,KERMAN UNIF SCH DIST,2016,64911,5370,49984,9557,57993,28744,18635,2733,7766
California,2252,KINGSBURG JOINT UNION ELEMENTARY SCHOOL DISTRICT,2016,25188,1950,18501,4737,25901,12093,9253,994,3025
California,1186,KINGSBURG JT UN HIGH SCHOOL DIST,2016,16383,912,9275,6196,17273,8105,5404,189,2297
California,701,LATON JT UNIF SCHOOL DISTRICT,2016,9880,826,7424,1630,9017,4896,3297,541,246
California,3215,MENDOTA UNIFIED SCHOOL DIST,2016,44834,5172,32736,6926,37178,19598,12758,2369,1427
California,172,MONROE ELEM SCH DIST,2016,2475,351,1916,208,2318,1222,865,128,27
California,963,ORANGE CENTER SCHOOL DISTRICT,2016,4415,565,2967,883,4267,2215,1563,283,201
California,3381,PARLIER UNIFIED SCH DIST,2016,46432,5467,36863,4102,49093,23017,19243,2767,3337
California,85,PINE RIDGE ELEM SCH DIST,2016,2519,69,541,1909,2715,1163,994,72,481
California,891,RAISIN CITY ELEM SCH DIST,2016,12470,711,10887,872,11159,5430,5090,317,90
California,9717,KINGS CANYON UNIFIED SCHOOL DIST,2016,138911,13456,104673,20782,134747,61029,43284,6934,18391
California,11438,SANGER UNIF SCH DIST,2016,152207,12657,109706,29844,161119,69432,46081,7225,32391
California,6541,SELMA UNIFIED SCH DIST,2016,84170,9130,64514,10526,79139,45566,25664,4755,759
California,1311,SIERRA UNIFIED SCHOOL DISTRICT,2016,17838,1366,7219,9253,15495,8498,5911,632,346
California,1778,GOLDEN PLAINS UNIFIED SCH DIST,2016,27933,3065,18768,6100,25880,11241,8986,1302,4159
California,425,WASHINGTON COLONY ELEM SCHOOL DIST,2016,5401,604,4193,604,4676,2857,1441,286,58
California,3045,WASHINGTON UNIFIED SCHOOL DISTRICT,2016,38607,3974,28616,6017,37499,19164,13882,1298,1523
California,627,WEST PARK ELEM SCH DIST,2016,8062,636,6881,545,7408,4100,2928,338,20
California,964,WESTSIDE ELEM SCH DIST,2016,13084,478,11262,1344,11492,5204,5708,228,101
California,0,CENTER FOR ADVANCED RESEARCH AND TECHNOLOGY,2016,2460,0,0,2460,2659,1112,1442,0,105
California,0,VALLEY ROP JPA,2016,4718,0,393,4325,4104,2665,1406,0,33
California,1610,RIVERDALE JOINT UNIFIED SCHOOL DISTRICT,2016,22094,1636,14552,5906,23386,10381,6481,1036,5088
California,0,CENTRAL VALLEY PRE-SCHOOL JPA,2016,419,0,417,2,415,305,110,0,0
California,1424,CARUTHERS UNIFIED SCHOOL DISTRICT,2016,20401,2015,14320,4066,22828,9525,6724,1187,4785
California,0,SOUTHWEST TRANSPORTATION AGENCY,2016,6146,0,1079,5067,5363,0,3941,0,1356
California,0,SOUTH COUNTY SUPPORT SERVICES AGENCY,2016,3493,0,0,3493,3343,0,1333,0,0
California,0,CENTRAL VALLEY SUPPORT SERVICES JPA,2016,7647,1682,0,5965,3890,0,122,0,0
California,579,PACIFIC ELEM SCH DIST,2016,4866,608,3690,568,4361,2281,1645,312,83
California,15717,CENTRAL UNIFIED SCHOOL DIST,2016,188909,15068,138496,35345,170687,83185,59297,10296,5171
California,4447,COALINGA HURON JT UNIFIED SCH DIST,2016,55924,6260,40036,9628,54128,28713,19806,2616,1913
California,189,CAPAY JT UNION ELEM SCH DIST,2016,2074,121,1525,428,1961,1162,538,126,22
California,738,HAMILTON UNIFIED SCHOOL DISTRICT,2016,9591,702,6990,1899,9010,4407,3405,552,187
California,174,LAKE ELEM SCH DIST,2016,1856,111,1438,307,2019,975,491,131,280
California,190,PLAZA ELEM SCH DIST,2016,2024,110,1311,603,1749,982,429,123,100
California,1435,WILLOWS UNIFIED SCH DIST,2016,16204,1192,10327,4685,14374,7383,4688,680,548
California,2183,ORLAND JOINT UNIFIED SCHOOL DISTRICT,2016,26872,2062,18005,6805,25079,14048,7138,1044,1194
California,164,PRINCETON JT UNIFIED SCH DIST,2016,2893,141,1325,1427,4744,1048,1272,154,2009
California,98,STONEY CREEK JT UNIF SCH DIST,2016,2222,403,1431,388,1988,966,840,70,24
California,1067,ARCATA ELEM SCH DIST,2016,13893,1250,7534,5109,12415,6815,3896,1007,49
California,1790,NORTHERN HUMBOLDT UHSD,2016,23921,1374,11805,10742,27725,13683,7388,627,5005
California,175,BLUE LAKE ELEM SCH DIST,2016,2388,237,1061,1090,2172,1384,545,118,35
California,34,BRIDGEVILLE ELEM SCH DIST,2016,655,77,402,176,657,346,277,32,0
California,120,CUDDEBACK ELEM SCH DIST,2016,1543,100,1028,415,1353,778,445,113,0
California,605,CUTTEN ELEM SCH DIST,2016,5996,454,4364,1178,5086,3465,1245,189,80
California,147,FIELDBROOK ELEM SCH DIST,2016,1551,71,987,493,1332,836,421,53,1
California,1374,FORTUNA ELEMENTARY SCHOOL DISTRICT,2016,17085,2159,10951,3975,15326,9837,3817,734,121
California,1134,FORTUNA UNION HIGH SCHOOL DIST,2016,14177,537,7894,5746,13741,6980,5188,301,522
California,318,FRESHWATER ELEM SCH DIST,2016,3763,185,2496,1082,3384,2255,824,256,0
California,60,GARFIELD ELEM SCH DIST,2016,662,36,519,107,711,430,236,44,0
California,10,GREEN POINT ELEM SCH DIST,2016,271,22,211,38,265,155,109,1,0
California,197,HYDESVILLE ELEM SCH DIST,2016,1983,91,1290,602,2771,1150,527,94,913
California,432,JACOBY CREEK ELEM SCH DIST,2016,4186,147,2865,1174,3790,2450,973,234,0
California,1073,KLAMATH TRINITY JT UNIFIED JT SCH DIST,2016,36466,6462,27163,2841,41116,9637,7038,799,23190
California,25,KNEELAND ELEM SCH DIST,2016,467,27,352,88,476,266,208,2,0
California,291,LOLETA UNION ELEM SCH DIST,2016,3961,480,2957,524,3568,1853,1581,96,0
California,12,MAPLE CREEK SCH DIST,2016,407,34,320,53,371,218,151,2,0
California,721,MATTOLE UNIFIED SCHOOL DISTRICT,2016,7654,125,6776,753,8697,5209,2900,58,525
California,1156,MCKINLEYVILLE UNION ELEM SCH DIST,2016,12664,950,5861,5853,13162,7242,3354,464,1237
California,16,ORICK ELEM SCH DIST,2016,485,35,317,133,425,187,218,20,0
California,23,BIG LAGOON ELEM SCH DIST,2016,593,41,337,215,568,269,274,25,0
California,325,RIO DELL ELEM SCH DIST,2016,4060,374,3038,648,3534,2363,879,178,10
California,222,SCOTIA UNION ELEM SCH DIST,2016,2368,186,1846,336,2361,1419,608,132,184
California,933,SOUTH BAY UNION ELEM SCH DIST,2016,10658,909,8248,1501,8718,5449,2485,335,74
California,800,SOUTH HUMBOLOT JT UNIF SCH DIST,2016,11181,662,4726,5793,10924,5580,3558,221,876
California,177,TRINIDAD UNION ELEM SCH DIST,2016,2128,216,1179,733,1979,1198,536,116,0
California,525,FERNDALE UNIFIED SCHOOL DISTRICT,2016,6317,306,3958,2053,5587,3494,1572,162,68
California,3734,EUREKA CITY UNIFIED SCHOOL DISTRICT,2016,50483,5418,24858,20207,48058,22333,17637,3071,1841
California,388,PACIFIC UNION ELEM SCH DIST,2016,6093,389,3918,1786,5308,3435,1404,312,16
California,34,PENINSULA UNION SCH DIST,2016,696,57,519,120,719,284,317,39,49
California,3911,BRAWLEY ELEM SCH DIST,2016,48050,4502,38393,5155,47233,27499,14057,2119,2717
California,1885,BRAWLEY UNION HIGH SCHOOL DIST,2016,29592,1653,23159,4780,26580,11843,7567,906,5826
California,9266,CALEXICO UNIF SCH DIST,2016,127596,10373,99716,17507,122975,62777,43400,4907,9683
California,1144,CALIPATRIA UNIFIED SCH DIST,2016,19096,1183,9491,8422,17363,8004,5761,560,2180
California,4120,CENTRAL UNION HIGH SCHOOL DIST,2016,55335,3535,43124,8676,51286,26927,18034,2699,2713
